company,abi,address_line_1,city,state,zipcode,latitude,longitude,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,year_established
costco,221250004,1646 W MONTEBELLO AVE,PHOENIX,AZ,85015,33.52069,-112.09518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,221251127,1445 W ELLIOT RD,TEMPE,AZ,85284,33.34729,-111.96185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,223233727,13401 WASHINGTON BLVD,MARINA DEL REY,CA,90292,33.9932,-118.44548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,223727355,27220 HEATHER RIDGE RD,LAGUNA NIGUEL,CA,92677,33.56761,-117.71157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,224431247,1320 STATE ROUTE 59,NAPERVILLE,IL,60564,41.74592,-88.20572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,224431247,1324 S ROUTE 59,NAPERVILLE,IL,60564,41.74587,-88.20572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,225245695,1800 MOUNT ZION RD,MORROW,GA,30260,33.58232,-84.3298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,226554525,1409 GOLDEN GATE BLVD,CLEVELAND,OH,44124,41.52192,-81.44927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,227065000,4901 GATE PKWY,JACKSONVIL,FL,32246,30.25206,-81.53377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,227065000,4901 GATE PKWY,JACKSONVILLE,FL,32246,30.25207,-81.53377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,227098233,791 MARKS ST,HENDERSON,NV,89014,36.06927,-115.03763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,227112984,801 S PAVILION CENTER DR,LAS VEGAS,NV,89144,36.16281,-115.33303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,227112984,801 S PAVILION CTR DR,LAS VEGAS,NV,89144,36.16298,-115.3329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,227888948,4125 ARCTIC AVE,BELLINGHAM,WA,98226,48.79456,-122.52442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,227888948,4299 MERIDIAN ST,BELLINGHAM,WA,98226,48.79845,-122.48869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,228695391,4380 LAWEHANA ST,HONOLULU,HI,96818,21.35477,-157.92936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,228705240,525 ALAKAWA ST,HONOLULU,HI,96817,21.31847,-157.87071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,228819827,2900 PATRIOT BLVD,GLENVIEW,IL,60025,42.09565,-87.82331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,228819827,2900 PATRIOT BLVD,GLENVIEW,IL,60026,42.10711,-87.82128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,229645437,1800 CAVITT DR,FOLSOM,CA,95630,38.6452,-121.10959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,229889480,9404 CENTRAL AVE,MONTCLAIR,CA,91763,34.08303,-117.69066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,231278045,779 CONNECTICUT AVE,NORWALK,CT,06854,41.091655,-73.45174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,231492992,6255 E GRANT RD,TUCSON,AZ,85712,32.25185,-110.859465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,231521923,7036 S 185 W,MIDVALE,UT,84047,40.62322,-111.89779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,231562836,1110 S AUTO MALL DR,SANDY,UT,84070,40.57631,-111.88569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,232082883,14390 CHANTILLY CROSSING LN,CHANTILLY,VA,20151,38.89562,-77.44301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,232327213,6101 GATEWAY BLVD W,EL PASO,TX,79925,31.78188,-106.41011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,232938480,156 STATE ROUTE 10,EAST HANOV,NJ,07936,40.80956,-74.38069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,232938480,156 STATE ROUTE 10,EAST HANOVER,NJ,07936,40.80956,-74.38069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,233268218,6110 E 86TH ST,INDIANAPOL,IN,46250,39.91379,-86.0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,233268218,6110 E 86TH ST,INDIANAPOLIS,IN,46250,39.91374,-86.06181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,233632025,1150 BUNKER HILL RD,HOUSTON,TX,77055,29.78778,-95.52935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,236278008,3031 KILLDEER AVE SE,ALBANY,OR,97322,44.63899,-123.06842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,236284154,2210 ROUTE 27,EDISON,NJ,08817,40.53168,-74.37929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,237033014,3000 COMMERCE XING,COMMERCE T,MI,48390,42.53448,-83.44727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,237033014,3000 COMMERCE XING,COMMERCE TWP,MI,48390,42.53486,-83.44534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,237539655,101 TOWN CENTER PKWY,SANTEE,CA,92071,32.840725,-116.987275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,237860457,1310 E 79TH AVE,MERRILLVIL,IN,46410,41.47514,-87.32159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,237860457,1310 E 79TH AVE,MERRILLVILLE,IN,46410,41.47389,-87.3222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
costco,237945910,505 W ARMY TRAIL RD,BLOOMINGDA,IL,60108,41.93968,-88.13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,237945910,505 W ARMY TRAIL RD,BLOOMINGDALE,IL,60108,41.94188,-88.09796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,237979307,19040 E VALLEY VIEW PKWY,INDEPENDENCE,MO,64055,39.03636,-94.35718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,238247613,1471 S HAVANA ST,AURORA,CO,80012,39.69047,-104.86804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,238247621,5195 WADSWORTH BLVD,ARVADA,CO,80002,39.7894,-105.08268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,239122435,1600 EL CAMINO REAL,S SAN FRAN,CA,94080,37.66555,-122.4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,239122435,1600 EL CAMINO REAL,S SAN FRANCISCO,CA,94080,37.66553,-122.44834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,239293608,1335 S BRADLEY RD,SANTA MARI,CA,93454,34.93654,-120.42084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,239623812,725 CENTER DR,SAN MARCOS,CA,92069,33.13664,-117.12453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,239704380,3775 HACKS CROSS RD,MEMPHIS,TN,38125,35.04632,-89.79713,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,
costco,239968472,2051 S COLE RD,BOISE,ID,83709,43.58541,-116.27664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,240284497,1205 MEMORIAL PKWY NW,HUNTSVILLE,AL,35801,34.74405,-86.60329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,241471283,1050 CRANBERRY SQUARE DR,CRANBERRY,PA,16066,40.69121,-80.10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,241485309,1050 CRANBERRY SQUARE DR,CRANBERRY TWP,PA,16066,40.69122,-80.10799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,241515402,1201 39TH AVE SW,PUYALLUP,WA,98373,47.15496,-122.30696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,241625805,7981 E STOCKTON BLVD,SACRAMENTO,CA,95823,38.46847,-121.41434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,242730950,4201 W WENDOVER AVE,GREENSBORO,NC,27407,36.05804,-79.88377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,242995801,12547 RIVERDALE BLVD NW,COON RAPID,MN,55448,45.19921,-93.3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,242995801,12547 RIVERDALE BLVD NW,COON RAPIDS,MN,55448,45.19911,-93.34858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,244859542,325 PROMENADE BLVD,BRIDGEWATE,NJ,08807,40.56331,-74.55825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,245354741,1800 W SAMPLE RD,POMPANO BE,FL,33064,26.27354,-80.14979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,246463699,1021 OAK FOREST LN,MYRTLE BEACH,SC,29577,33.70567,-78.91591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,247153760,5901 REDWOOD DR,ROHNERT PA,CA,94928,38.35275,-122.71707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,248329088,355 E NEIDER AVE,COEUR D AL,ID,83815,47.70884,-116.78302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,248329088,355 E NEIDER AVE,COEUR D ALENE,ID,83815,47.70884,-116.78302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,248835571,2361 STATE ROUTE 66,OCEAN,NJ,07712,40.23116,-74.04625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,250579935,1010 HAWTHORNE AVE SE,SALEM,OR,97301,44.91897,-122.99536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,253108542,12155 TECH CENTER DR,POWAY,CA,92064,32.93648,-117.03312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,254784630,6720 NE 84TH ST,VANCOUVER,WA,98665,45.68495,-122.60423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,254810179,1300 EDWARDS FERRY RD NE,LEESBURG,VA,20176,39.11522,-77.53319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,255174245,75 FRESHWATER BLVD,ENFIELD,CT,06082,41.99403,-72.57502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,255603383,999 N ELMHURST RD # 100,MT PROSPEC,IL,60056,42.0829,-87.93373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,257960559,3650 GALLERIA CIR,HOOVER,AL,35244,33.37871,-86.81222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,259116150,3560 W CENTURY BLVD,INGLEWOOD,CA,90303,33.94325,-118.33385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,261552681,7900 W QUINCY AVE,LITTLETON,CO,80123,39.6372,-105.08609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,261831036,5100 28TH ST SE,GRAND RAPI,MI,49512,42.91258,-85.54137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,262221526,6700 WHITMORE LAKE RD,BRIGHTON,MI,48116,42.5033,-83.76192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,263485526,7205 MILLS CIVIC PKWY,WEST DES M,IA,50266,41.56269,-93.80554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,264962879,1405 W CAMERON AVE,VISALIA,CA,93277,36.2928,-119.30661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,265910737,741 ORANGE AVE,ALTAMONTE,FL,32714,28.66091,-81.41712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,266710896,43621 PACIFIC COMMONS BLVD,FREMONT,CA,94538,37.50176,-121.97325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,267672319,2125 MATTHEWS TOWNSHIP PKWY,MATTHEWS,NC,28105,35.13018,-80.70483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,269052213,3250 W GRANT LINE RD,TRACY,CA,95304,37.75101,-121.47533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,311373955,2101 WATERBRIDGE BLVD,ORLANDO,FL,32837,28.40425,-81.4067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,311373955,4696 GARDENS PARK BLVD,ORLANDO,FL,32839,28.49616,-81.4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,356316596,10 COSTCO DR,MONROE TWP,NJ,08831,40.35512,-74.45246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,356974188,600 MARSHALL RD,SUPERIOR,CO,80027,39.9595,-105.17368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,357573658,12405 N GESSNER RD,HOUSTON,TX,77064,29.95495,-95.54766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,359045564,2601 E STATE HIGHWAY 114,SOUTHLAKE,TX,76092,32.94195,-97.11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,359151651,2855 JORDAN CT,ALPHARETTA,GA,30004,34.0906,-84.27832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,366143162,1021 OAK FOREST LN,MYRTLE BEA,SC,29577,33.70567,-78.91591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,366464998,575 E ORDNANCE RD,GLEN BURNI,MD,21060,39.19634,-76.60021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,366912616,7251 CAMINO ARROYO,GILROY,CA,95020,37.00821,-121.55593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,368622403,1051 HUME WAY,VACAVILLE,CA,95687,38.35076,-121.9798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,369132154,4901 WILSON AVE SW,WYOMING,MI,49418,42.87581,-85.76386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,369715123,3900 20TH ST E,FIFE,WA,98424,47.23829,-122.37395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,369733837,400 COSTCO DR # 150,TUKWILA,WA,98188,47.44559,-122.24833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,370147530,11000 GARDEN GROVE BLVD,GARDEN GRO,CA,92843,33.77294,-117.94084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,370147530,11000 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,33.77294,-117.94084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
costco,370553307,35804 DETROIT RD,AVON,OH,44011,41.46018,-82.01093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,370620510,27220 HEATHER RIDGE RD,LAGUNA NIG,CA,92677,33.56761,-117.71157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,371581505,3656 WALL AVE,OGDEN,UT,84405,41.19761,-111.97698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,372523712,2655 GULF TO BAY BLVD,CLEARWATER,FL,33759,27.96037,-82.72814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,376126363,25900 SW HEATHER PL,WILSONVILL,OR,97070,45.33294,-122.76401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,378876387,1255 NE 48TH AVE,HILLSBORO,OR,97124,45.5357,-122.93549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,381151539,12011 TECHNOLOGY DR,EDEN PRAIR,MN,55344,44.86029,-93.43585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,386024913,5500 LITTLEROCK RD SW,TUMWATER,WA,98512,46.99616,-122.91692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,387479082,2030 N IMPERIAL AVE,EL CENTRO,CA,92243,32.81208,-115.57346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,387691801,2 MYSTIC VIEW RD,EVERETT,MA,02149,42.40063,-71.07241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,388957920,1099 E HOSPITALITY LN,SAN BERNAR,CA,92408,34.06804,-117.26307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,389874207,851 STATE HIGHWAY 121 BYP,LEWISVILLE,TX,75067,32.99812,-96.96371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,389920216,250 N RANDALL RD,LAKE IN TH,IL,60156,42.17894,-88.33857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,391811015,201 ALLENDALE RD,KING OF PR,PA,19406,40.09096,-75.38643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,393346259,5101 BUSINESS CENTER DR,FAIRFIELD,CA,94534,38.2154,-122.14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,394533269,72800 DINAH SHORE DR,PALM DESER,CA,92211,33.80383,-116.38954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,394838569,100 CENTERTON RD,MT LAUREL,NJ,08054,39.9718,-74.90694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,396430159,1550 MALL OF GEORGIA BLVD,BUFORD,GA,30519,34.06201,-83.99651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,396593287,29315 CENTRAL AVE,LAKE ELSIN,CA,92532,33.69633,-117.33918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,396785289,4900 PANAMA LN,BAKERSFIEL,CA,93313,35.29727,-119.05827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,398213967,1445 R ST,MERCED,CA,95340,37.30299,-120.49702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,398293563,7000 AUBURN BLVD,CITRUS HEI,CA,95621,38.68986,-121.29754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,398367573,8505 W GAGE BLVD # A,KENNEWICK,WA,99336,46.22565,-119.23524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,400604776,5050 N NEVADA AVE,COLORADO S,CO,80918,38.90508,-104.82172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,400807339,517 E 117TH ST # 101,NEW YORK,NY,10035,40.7956,-73.93076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,400810762,1804 SE ENSIGN LN,WARRENTON,OR,97146,46.14664,-123.91388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,401513496,10200 19TH AVE SE,EVERETT,WA,98208,47.90368,-122.20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,401749500,301 HIGHLANDS BOULEVARD DR,MANCHESTER,MO,63011,38.59791,-90.50688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,401783297,16690 ROYALTON RD,STRONGSVIL,OH,44136,41.31696,-81.81606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,401856806,13550 PAXTON ST,PACOIMA,CA,91331,34.2718,-118.42615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402171083,16006 CRAIN HWY,BRANDYWINE,MD,20613,38.67034,-76.87287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402304506,28505 HESPERIAN BLVD,HAYWARD,CA,94545,37.61541,-122.08922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402308249,2800 INDEPENDENCE DR,LIVERMORE,CA,94551,37.70258,-121.81226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402308414,12324 HOXIE AVE,NORWALK,CA,90650,33.91995,-118.10251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402318162,520 N LONE HILL AVE,SAN DIMAS,CA,91773,34.11211,-117.82634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402401320,1375 N MEACHAM RD,SCHAUMBURG,IL,60173,42.05521,-88.04283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402624147,222 S MARTIN L KING BLVD,LAS VEGAS,NV,89106,36.17143,-115.16236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,402627360,9691 WATERSTONE BLVD,CINCINNATI,OH,45249,39.29592,-84.30292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403098286,4141 NE STEPHENS ST,ROSEBURG,OR,97470,43.25987,-123.34995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403120680,500 BROOKHAVEN AVE NE,BROOKHAVEN,GA,30319,33.87254,-84.33706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403337252,2400 FIVE LEES LN,GLENARDEN,MD,20706,38.92332,-76.85164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403384325,830 E BOUGHTON RD,BOLINGBROO,IL,60440,41.72796,-88.03213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403506434,25901 N RIVERWOODS RD,METTAWA,IL,60045,42.2379,-87.90361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403533905,6135 JUNCTION BLVD # A1,REGO PARK,NY,11374,40.73312,-73.86303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403633383,19610 SE 1ST ST,CAMAS,WA,98607,45.62142,-122.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403640736,14050 BURNHAVEN DR,BURNSVILLE,MN,55337,44.74983,-93.29432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,403998669,198 PLAZA DR,VALLEJO,CA,94591,38.13319,-122.21375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,404173319,1650 E TUCSON MARKETPLACE BLVD,TUCSON,AZ,85713,32.18055,-110.94697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,404231066,3901 W COSTCO DR,TUCSON,AZ,85741,32.32613,-111.04946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,404487131,17880 W SCHULTE RD,TRACY,CA,95377,37.72077,-121.52979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,404758379,1401 MALL DR,N CHESTERF,VA,23235,37.5139,-77.60518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,405005076,2680 REYNOLDS RANCH PKWY,LODI,CA,95240,38.10026,-121.26332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,405752540,8400 W SHERMAN ST,TOLLESON,AZ,85353,33.44185,-112.24523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,406699756,14 W LIGHTCAP RD,POTTSTOWN,PA,19464,40.23861,-75.57546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,409275640,8400 W NORTH AVE,MELROSE PA,IL,60160,41.90945,-87.83714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,409332820,100 COBB PKWY,RINGGOLD,GA,30736,34.96842,-85.19471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,409793581,18 US HIGHWAY 9,MORGANVILL,NJ,07751,40.35974,-74.30336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,412685471,3600 E MAIN ST,WATERBURY,CT,06705,41.53958,-72.96811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,412839274,5100 CENTRAL AVE,RICHMOND,CA,94804,37.90029,-122.31257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,414444837,825 CABELA DR,AUGUSTA,GA,30909,33.52507,-82.02023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,414637348,2800 INDEPENDENCE DR,LIVERMORE,CA,94551,37.70259,-121.81226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,415302395,443 PEWAUKEE RD,PEWAUKEE,WI,53072,43.08947,-88.2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,415383071,100 VETERANS WAY,WARMINSTER,PA,18974,40.19718,-75.07992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,415487601,11220 DALLAS PKWY,FRISCO,TX,75033,33.17211,-96.83731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,415921821,6555 N DECATUR BLVD,LAS VEGAS,NV,89131,36.27894,-115.20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,416241963,5611 UTSA BLVD,SAN ANTONI,TX,78249,29.57628,-98.59715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,416328430,11160 VEIRS MILL RD # P208,WHEATON,MD,20902,39.03894,-77.0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,416377491,8201 S TAMIAMI TRL # 501,SARASOTA,FL,34238,27.2345,-82.49597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,417089182,180 SE NEPTUNE AVE,WARRENTON,OR,97146,46.16233,-123.90254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,417258770,1320 S ROUTE 59,NAPERVILLE,IL,60564,41.74571,-88.20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,417420506,2020 COMMERCE DR NW,ROCHESTER,MN,55901,44.04664,-92.51733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,417525168,1501 W KELLY AVE,PHARR,TX,78577,26.19264,-98.20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,417554384,7562 CENTER AVE,HUNTINGTON,CA,92647,33.73264,-117.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,418922027,1200 S FERN ST,ARLINGTON,VA,22202,38.86126,-77.057585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,421166555,2900 HEARTLAND DR,CORALVILLE,IA,52241,41.69774,-91.61742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,421180934,1430 S ASHLAND AVE,CHICAGO,IL,60608,41.86279,-87.66785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,421537051,11000 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,33.77294,-117.94084,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
costco,422148564,771 AIRPORT BLVD # 1,ANN ARBOR,MI,48108,42.23058,-83.74383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,422184697,2001 E VENTURA BLVD,OXNARD,CA,93036,34.225165,-119.148205,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,422435982,801 TIOGA AVE,SAND CITY,CA,93955,36.617045,-121.84586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,423173904,301 W WASHINGTON ST,EAST PEORI,IL,61611,40.68933,-89.59171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,423531317,750 23RD AVE E,WEST FARGO,ND,58078,46.84483,-96.88684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
costco,423573384,2441 MARKET ST NE,WASHINGTON,DC,20018,38.92081,-76.95087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
