product_module_code,product_module_descr,panel_year,proj,share,pct
7275,ALUMINUM FOIL,2004,111631338,68106032,61.0097784548636
1508,NUTS - BAGS,2004,111631338,67746897,60.6880632390163
6023,KITCHEN UTENSIL AND GADGET,2004,111631338,67436044,60.4095993187863
8423,COLD REMEDIES - ADULT,2004,111631338,67357242,60.3390080301644
1506,NUTS - CANS,2004,111631338,67331520,60.3159661133866
1063,VEGETABLES-BEANS WITH MEAT-SHELF STABLE,2004,111631338,67106835,60.1146919872984
4470,FRESH STRAWBERRIES,2004,111631338,67015512,60.0328843142595
4275,FRESH LETTUCE,2004,111631338,66440883,59.5181283234283
1405,SYRUP - TABLE,2004,111631338,66178682,59.2832471469616
7250,PAPER NAPKINS,2004,111631338,66107810,59.2197595983307
4225,FRESH FRUIT-REMAINING,2004,111631338,66045925,59.1643226564211
3550,CHEESE - NATURAL - AMERICAN CHEDDAR,2004,111631338,64867078,58.1083046769537
2623,ENTREES - ITALIAN - 1 FOOD - FROZEN,2004,111631338,64110819,57.4308434787371
3578,SAUSAGE-BREAKFAST,2004,111631338,63957008,57.2930586928914
1060,VEGETABLES-BEANS-GREEN-CANNED,2004,111631338,63438425,56.8285090339059
4002,BAKERY-ROLLS-FRESH,2004,111631338,63275472,56.68253479144
3611,BUTTER,2004,111631338,63057237,56.4870386127594
1072,VEGETABLES-CORN-WHOLE KERNEL-CANNED,2004,111631338,63028890,56.4616452057576
1441,GRANOLA & YOGURT BARS,2004,111631338,62446165,55.9396367711726
1455,DESSERTS - RTS SINGLE SERVINGS - CANNED,2004,111631338,61519051,55.1091226730616
1353,CRACKERS - FLAKED SODA,2004,111631338,61151754,54.7800958902777
8403,ORAL HYGIENE BRUSHES,2004,111631338,61051346,54.6901498215492
8613,ORAL RINSE AND ANTISEPTIC,2004,111631338,60946663,54.5963741830274
1318,SNACKS - PUFFED CHEESE,2004,111631338,60853449,54.5128725412214
3580,ENTREES-REFRIGERATED,2004,111631338,60750356,54.4205212339209
8460,HAND & BODY LOTIONS,2004,111631338,60714684,54.3885660494368
1105,TOMATOES - REMAINING - CANNED,2004,111631338,60604820,54.2901492410671
1356,CRACKERS - CHEESE,2004,111631338,60388117,54.0960254368715
1330,SNACKS - PRETZEL,2004,111631338,60314795,54.0303431640316
7290,BAGS - SANDWICH,2004,111631338,60046469,53.7899751770421
1320,RICE - MIXES,2004,111631338,59700062,53.4796617774124
7445,TAPE - MISCELLANEOUS,2004,111631338,59478706,53.2813697888312
2615,DINNERS-FROZEN,2004,111631338,59392727,53.2043493019854
7130,SCOURING PADS,2004,111631338,59241168,53.0685818708005
8440,COTTON - SWABS/BALLS/ROLLS/APLCTRS ETC.,2004,111631338,58892330,52.7560907672718
1168,PICKLES - DILL,2004,111631338,58860515,52.7275907057568
7660,PENS & PENCILS,2004,111631338,58806368,52.6790855091247
1375,MIXES - CAKE/LAYER - OVER 10 OZ.,2004,111631338,58385746,52.302289882076
1257,MEXICAN TORTILLAS,2004,111631338,58328483,52.2509933545722
3605,CHEESE - COTTAGE,2004,111631338,58225150,52.1584270538798
1111,BARBECUE SAUCES,2004,111631338,58222987,52.1564894259352
4003,BAKERY-MUFFINS-FRESH,2004,111631338,58120723,52.0648807416426
7115,TOILET BOWL - CLEANERS,2004,111631338,58079192,52.0276770309785
7306,BAGS - TALL KITCHEN,2004,111631338,57902116,51.8690513232046
6017,STORAGE AND SPACE MANAGEMENT,2004,111631338,57627299,51.6228686607698
1393,FLOUR-ALL PURPOSE-WHITE WHEAT,2004,111631338,57603542,51.6015870023882
2678,TOPPINGS-WHIPPED-FROZEN,2004,111631338,57447489,51.4617938199397
1021,CANNED FRUIT - PINEAPPLE,2004,111631338,57323392,51.350627007624
8397,NUTRITIONAL SUPPLEMENTS,2004,111631338,56516313,50.6276409586706
7741,CANDLE AND CANDLE IN HOLDER,2004,111631338,56408005,50.5306180241251
1425,FRUIT-DRIED AND SNACKS,2004,111631338,56383119,50.5083250009957
3618,LUNCHMEAT-DELI POUCHES-REFRIGERATED,2004,111631338,56334269,50.4645648876841
3561,FRESH MEAT,2004,111631338,56235245,50.3758586141823
6009,HAIR CARE AND FASHION ACCESSORY,2004,111631338,56224523,50.3662537843988
8471,CREME RINSES & CONDITIONERS,2004,111631338,56213025,50.3559538093147
7215,AIR/SPECIALTY FRESHNERS - AEROSOL SPRAY & PUMP,2004,111631338,56178893,50.325378165762
4060,FRESH CELERY,2004,111631338,56147449,50.2972104481987
7226,AIR/SPECIALTY FRESHENERS - REMAINING,2004,111631338,56052760,50.2123874928383
4005,BAKERY-BREAKFAST CAKES/SWEET ROLLS-FRESH,2004,111631338,56052394,50.2120596279156
7062,FABRIC SOFTENERS-DRY,2004,111631338,56040644,50.20153390977
7295,BAGS - FOOD STORAGE,2004,111631338,55581572,49.7902945497258
4475,FRESH TOMATOES,2004,111631338,54928841,49.2055743343325
1191,COOKING SPRAYS,2004,111631338,54593187,48.9048935344661
1458,TEA - BAGS,2004,111631338,54572629,48.8864775588375
7020,AUTOMATIC DISHWASHER COMPOUNDS,2004,111631338,54444514,48.7717113988189
2659,FROZEN WAFFLES & PANCAKES & FRENCH TOAST,2004,111631338,54313983,48.6547809719884
7450,GLUE,2004,111631338,54200877,48.5534599612163
6025,PET ACCESSORY,2004,111631338,54070623,48.4367776725923
4006,BAKERY-DOUGHNUTS-FRESH,2004,111631338,53948629,48.3274947398731
1397,SALT - TABLE,2004,111631338,53565219,47.9840338382399
7265,SANITARY NAPKINS,2004,111631338,53495668,47.9217296490704
1109,TOMATO SAUCE,2004,111631338,53487052,47.9140113863009
1188,VINEGAR,2004,111631338,53448887,47.8798229579583
4350,FRESH ONIONS,2004,111631338,53408784,47.843898457976
7509,FOOD STORAGE CONTAINERS,2004,111631338,53299361,47.745876699964
7034,SOAP - LIQUID,2004,111631338,52974443,47.4548132711623
7301,BAGS - FREEZER,2004,111631338,52968585,47.4495656407881
2640,VEGETABLES - MIXED - FROZEN,2004,111631338,52861771,47.3538810401072
1442,MILK/WATER ADDITIVES-SWEETENED,2004,111631338,52574764,47.096778504975
2628,FROZEN/REFRIGERATED HORS D' OEUVRES & SNACKS,2004,111631338,52407637,46.9470651691015
2619,ENTREES - MEAT - 1 FOOD - FROZEN,2004,111631338,52046400,46.6234669694634
7825,CLOTH-POLISHING/CLEANING,2004,111631338,51841175,46.4396252242359
1030,FRUIT DRINKS & JUICES-CRANBERRY,2004,111631338,51783625,46.3880716004676
1532,GUM-CHEWING-SUGARFREE,2004,111631338,51757786,46.3649248744112
1355,CRACKERS - SPRAYED BUTTER,2004,111631338,51619934,46.2414362533216
1341,CRACKERS - SANDWICH & SNACK PACKS,2004,111631338,51513487,46.1460804133692
7242,PRE-MOISTENED TOWELETTES,2004,111631338,50411732,45.1591218946063
3597,SANDWICHES-REFRIGERATED/FROZEN,2004,111631338,50184573,44.9556315449699
7421,FILM,2004,111631338,50113771,44.8922067027451
7036,SOAP - SPECIALTY,2004,111631338,49894277,44.6955827045628
8412,ANTACIDS,2004,111631338,49762363,44.5774133783114
3613,DOUGH PRODUCTS-BISCUITS-REFRIGERATED,2004,111631338,49570879,44.4058809005765
1297,MILK - CANNED,2004,111631338,49113819,43.9964439018011
8400,VITAMINS-MULTIPLE,2004,111631338,48795977,43.7117191948376
1351,TOASTER PASTRIES,2004,111631338,48424534,43.3789784012085
6010,ARTIST AND HOBBY PAINT AND SUPPLY,2004,111631338,48228406,43.2032858013401
1400,SUGAR - BROWN,2004,111631338,48092533,43.081569979928
1475,PEPPER,2004,111631338,47976866,42.9779548105031
8512,ADHESIVE BANDAGES,2004,111631338,47887621,42.8980086219158
1364,STUFFING PRODUCTS,2004,111631338,47876848,42.8883581060365
7285,PLASTIC WRAP,2004,111631338,47805590,42.824524776367
7160,CLEANERS - BATHROOM,2004,111631338,47601008,42.6412590342687
3602,DAIRY - DIP - REFRIGERATED & FROZEN,2004,111631338,47492924,42.5444367602223
1313,DOG & CAT TREATS,2004,111631338,47471208,42.5249834414777
4010,FRESH APPLES,2004,111631338,47465333,42.5197205824049
1372,FROSTING READY-TO-SPREAD,2004,111631338,47319089,42.388714359045
1050,SOFT DRINKS - POWDERED,2004,111631338,47205276,42.2867600135725
7335,DISPOSABLE CUPS,2004,111631338,47163409,42.2492553121598
4280,FRESH VEGETABLES-REMAINING,2004,111631338,47008927,42.1108694406225
7633,PERSONAL PLANNERS BINDERS AND FOLDERS,2004,111631338,46830844,41.9513416564083
7060,FABRIC SOFTENERS-LIQUID,2004,111631338,46741740,41.8715217764388
8472,WAVE SETTING PRODUCTS,2004,111631338,46719590,41.8516796779772
1033,FRUIT JUICE - APPLE,2004,111631338,46557691,41.7066496148241
3553,CHEESE - GRATED,2004,111631338,46375931,41.5438279526848
1336,PASTA - NOODLES & DUMPLINGS,2004,111631338,46344004,41.5152275609202
3548,CHEESE - NATURAL - REMAINING,2004,111631338,46331800,41.5042951469416
8459,FACE CLEANSERS & CREAMS & LOTIONS,2004,111631338,46130155,41.3236603864768
1254,CHILI-SHELF STABLE,2004,111631338,45767565,40.9988501615917
1381,MIXES-MUFFIN,2004,111631338,44499659,39.8630526134158
2624,ENTREES - MEXICAN - 1 FOOD - FROZEN,2004,111631338,44153600,39.5530509542043
1080,VEGETABLES-PEAS-CANNED,2004,111631338,44112102,39.5158768051316
1325,SNACKS - CORN CHIPS,2004,111631338,44110288,39.514251813411
1343,BREADING PRODUCTS,2004,111631338,44025992,39.4387389677261
1173,"SALAD DRESSING - """"MIRACLE WHIP"""" TYPE",2004,111631338,43986968,39.4037810422016
3546,CHEESE - NATURAL - MOZZARELLA,2004,111631338,43765298,39.2052077705993
7850,LAUNDRY & IRONING ACCESSORIES,2004,111631338,43213131,38.7105733696393
2636,VEGETABLES - REMAINING - FROZEN,2004,111631338,43199434,38.6983035176018
2681,FROZEN POULTRY,2004,111631338,42998105,38.5179518317697
4023,FRESH MUSHROOMS,2004,111631338,42743555,38.2899244654758
4008,BAKERY-BAGELS-FRESH,2004,111631338,42662956,38.2177234138321
1503,MARSHMALLOWS,2004,111631338,42504256,38.075559033432
1380,MIXES - BROWNIES,2004,111631338,41911628,37.5446794340134
1354,CRACKERS - GRAHAM,2004,111631338,41551078,37.2216966529596
1450,PUDDING - SWEETENED - MIX,2004,111631338,41218900,36.9241296740526
8413,VITAMINS-REMAINING,2004,111631338,41168165,36.8786809668088
7797,LAWN AND SOIL FERTILIZER AND TREATMENT,2004,111631338,41036490,36.7607257381435
1445,BREAKFAST BARS,2004,111631338,40995508,36.7240138248634
1319,RICE - PACKAGED AND BULK,2004,111631338,40987091,36.716473827448
1149,OLIVES - BLACK,2004,111631338,40871596,36.6130127366206
2622,ENTREES - ORIENTAL - 1 FOOD - FROZEN,2004,111631338,40765080,36.517595086068
1193,OLIVE OIL,2004,111631338,40714394,36.4721902733084
1164,RELISHES,2004,111631338,40670412,36.4327909426294
7659,MARKERS,2004,111631338,40612493,36.3809067665211
1311,DOG FOOD - DRY TYPE,2004,111631338,40549362,36.3243536505851
7332,COFFEE & TEA FILTERS - DISPOSABLE,2004,111631338,40517857,36.296131288868
1044,FRUIT JUICE-REMAINING,2004,111631338,40283678,36.0863523825183
2625,ENTREES - REMAINING - 1 FOOD - FROZEN,2004,111631338,39799658,35.652764459385
8490,SHAVE CREAM - OTHER THAN WOMEN'S,2004,111631338,39754669,35.6124630522658
7305,BAGS - TRASH/TRASH COMPACTOR,2004,111631338,39703895,35.5669794085958
1017,CANNED FRUIT-PEACHES-CLING,2004,111631338,39587433,35.4626520735602
2607,SEAFOOD - FISH - BREADED - FROZEN,2004,111631338,39364302,35.2627700296847
1424,RAISINS,2004,111631338,38791454,34.7496094689826
7180,SPONGES AND SQUEEGEES - HOUSEHOLD,2004,111631338,38725593,34.6906108032137
7106,CLEANERS - DISINFECTANTS,2004,111631338,38614066,34.5907042697992
8473,HAIR SPRAY - WOMEN'S,2004,111631338,38596684,34.5751333733902
6030,COSMETIC AND NAIL GROOMING ACCESSORY,2004,111631338,38491786,34.4811651366214
6014,BATHROOM ACCESSORY,2004,111631338,38458051,34.4509451279711
4007,BAKERY-PIES-FRESH,2004,111631338,38358751,34.3619916120687
1084,VEGETABLES - POTATOES - MASHED - DEHYDRATED,2004,111631338,38314630,34.3224677643835
6029,TELEPHONE AND ACCESSORY,2004,111631338,38213202,34.2316079737394
1488,GUM-CHEWING,2004,111631338,38118067,34.1463854889924
1535,SUGAR SUBSTITUTES,2004,111631338,38014085,34.053237810336
2629,FROZEN/REFRIGERATED BREAKFASTS,2004,111631338,37971045,34.0146823287203
1306,CAT FOOD - DRY TYPE,2004,111631338,37952650,33.9982039810362
1076,VEGETABLES-BEANS-KIDNEY/RED-CANNED,2004,111631338,37828216,33.886735282166
7417,MOTORIZED VEHICLE CLEANER AND PROTECTANT,2004,111631338,37804657,33.8656309933327
1417,PRESERVES,2004,111631338,37756162,33.82218889108
7736,INK JET AND TONER CARTRIDGE,2004,111631338,37571202,33.6565006503819
1470,BAKING SODA,2004,111631338,37570001,33.6554247876165
1461,TEA - LIQUID,2004,111631338,37494391,33.5876929111071
1144,MUSHROOMS - SHELF STABLE,2004,111631338,37355900,33.4636318701116
1395,MIXES - PANCAKE,2004,111631338,36868354,33.0268853357289
8414,MINERALS,2004,111631338,36777535,32.945529148813
3556,CHEESE - PROCESSED - SNACK,2004,111631338,36756033,32.9262675325096
1268,ORIENTAL SAUCES,2004,111631338,36404804,32.611634557314
2654,BAKERY-BREAD-FROZEN,2004,111631338,36253603,32.4761878246053
7415,MOTOR OIL FLUID AND LUBE,2004,111631338,36232089,32.4569154586322
1055,VEGETABLE JUICE AND DRINK REMAINING,2004,111631338,36083339,32.3236643459384
8556,RAZORS DISPOSABLE,2004,111631338,36023568,32.2701211374892
3595,DOUGH PRODUCTS - COOKIES & BROWNIES - REFRIGERATED,2004,111631338,35871248,32.1336719980907
1009,CRANBERRIES - SHELF STABLE,2004,111631338,35832364,32.0988394853782
8487,RAZOR BLADES,2004,111631338,35801373,32.0710775678421
2641,VEGETABLES - BROCCOLI - FROZEN,2004,111631338,35698531,31.9789511077974
7003,DETERGENTS-PACKAGED,2004,111631338,35692438,31.9734929630602
3592,DAIRY-FLAVORED MILK-REFRIGERATED,2004,111631338,35561686,31.856364563148
1412,JELLY,2004,111631338,35334893,31.6532020784343
8421,LAXATIVES,2004,111631338,35216072,31.5467615375174
1437,CHOCOLATE CHIPS & MORSELS,2004,111631338,35145583,31.4836170825078
8411,GERMICIDAL ANTISEPTICS,2004,111631338,35038559,31.387744362609
2617,POT PIES-FROZEN,2004,111631338,34984056,31.3389202591122
8522,DENTAL FLOSS,2004,111631338,34808255,31.1814367037328
1501,CANDY-LOLLIPOPS,2004,111631338,34686807,31.0726428809803
8429,LIP REMEDIES - SOLID,2004,111631338,34517145,30.9206586774047
1125,ENTREES/SIDE DISHES - SHELF STABLE,2004,111631338,34203160,30.6393890934103
2661,BAKERY - REMAINING - FROZEN,2004,111631338,34170530,30.6101589501686
1003,CANNED FRUIT - APPLE SAUCE,2004,111631338,34144685,30.5870068492774
2620,VEGETABLES - PEAS - FROZEN,2004,111631338,34134808,30.5781589753945
3588,CHEESE - SPECIALTY/IMPORTED,2004,111631338,34038106,30.4915327629595
1539,SALAD DRESSING-REDUCED/LOW CALORIE,2004,111631338,34032690,30.4866810787487
1166,PICKLES - SWEET,2004,111631338,33800307,30.2785110396151
7015,LAUNDRY TREATMENT AIDS,2004,111631338,33766226,30.2479810821581
1398,SALT - COOKING/EDIBLE/SEASONED,2004,111631338,33744482,30.2285026808511
1446,GELATIN-SWEETENED-MIX,2004,111631338,33698783,30.1875652516142
8467,COSMETICS-NAIL POLISH,2004,111631338,33679497,30.1702887409627
1136,SAUCE MIX - TACO,2004,111631338,33517930,30.0255560853351
1489,BREATH SWEETENERS,2004,111631338,33357873,29.882176096465
6001,HOUSEHOLD APPLIANCE ACCESSORIES,2004,111631338,33289302,29.8207497969791
1431,SYRUP-CHOCOLATE,2004,111631338,33070050,29.6243425838003
1108,TOMATO PASTE,2004,111631338,32853560,29.43040958624
7381,LIGHTERS,2004,111631338,32848952,29.4262817131154
1507,NUTS - JARS,2004,111631338,32721951,29.3125134807575
7190,FURNITURE POLISH,2004,111631338,32632267,29.2321740334242
1147,OLIVES - GREEN,2004,111631338,32625419,29.2260395553084
3564,REMAINING-READY MADE SALADS,2004,111631338,32402409,29.0262659039346
2660,BAKERY - PIES - FROZEN,2004,111631338,32369998,28.9972319421631
1476,EXTRACTS,2004,111631338,32299138,28.9337551432018
7746,DRINKWARE CONTAINER SET,2004,111631338,32181714,28.828566042987
3627,DAIRY-CREAM-REFRIGERATED,2004,111631338,32134248,28.7860457249021
1256,RAVIOLI - CANNED,2004,111631338,32096242,28.7519997296816
7453,CAT & DOG LITTER,2004,111631338,31810706,28.4962149248807
7845,BROOMS/ MOPS & WAX APPLICATORS,2004,111631338,31666847,28.3673451983528
5050,WINE-DOMESTIC DRY TABLE,2004,111631338,31472681,28.1934101694633
5000,BEER,2004,111631338,31451819,28.1747218688716
7176,SPOT & STAIN REMOVERS,2004,111631338,31442819,28.166659616675
8457,COSMETICS-LIPSTICKS,2004,111631338,31399983,28.1282868794424
3594,TOPPINGS - REFRIGERATED,2004,111631338,31333056,28.0683332846911
7125,ABRASIVE CLEANSERS-POWDERED,2004,111631338,31292746,28.0322233529083
1386,MIXES-ROLLS & BISCUITS,2004,111631338,31239063,27.9841338101672
1130,GRAVY MIXES - PACKAGED,2004,111631338,31151122,27.9053557523426
1036,FRUIT JUICE - LEMON/LIME,2004,111631338,31141258,27.8965195239351
3617,LUNCHMEAT-NONSLICED-REFRIGERATED,2004,111631338,31030949,27.7977040819846
1321,RICE - INSTANT,2004,111631338,31011919,27.7806568976178
7135,CLEANERS - WINDOW,2004,111631338,30978567,27.7507799825888
1433,TOPPINGS-LIQUID & DRY,2004,111631338,30775429,27.5688077840651
8478,HAIR COLORING - WOMEN'S,2004,111631338,30411123,27.2424603564279
1490,COUGH DROPS,2004,111631338,30396598,27.2294487771884
1260,SPAGHETTI - CANNED,2004,111631338,29963218,26.841224459748
2639,VEGETABLES-IN SAUCE-FROZEN,2004,111631338,29846390,26.7365692597898
2611,ENTREES - MEAT - 2 FOOD - FROZEN,2004,111631338,29643669,26.5549706122845
2630,VEGETABLES - CORN - FROZEN,2004,111631338,29595509,26.5118286049747
1473,MEAT MARINADES & TENDERIZERS,2004,111631338,29435545,26.3685319260439
1401,SUGAR-POWDERED,2004,111631338,29407105,26.3430552091027
3598,COMBINATION LUNCHES,2004,111631338,29174311,26.1345169937854
1350,CROUTONS,2004,111631338,29018006,25.9944980682754
1115,MEAT SAUCE,2004,111631338,28997524,25.9761501738876
1071,VEGETABLES-CORN-CREAM STYLE-CANNED,2004,111631338,28960470,25.9429569857883
4355,FRESH ORANGES,2004,111631338,28930200,25.9158409442338
7640,"GARDEN, LAWN & PLANT SUPPLIES",2004,111631338,28847758,25.8419889225013
2664,FROZEN FRUITS,2004,111631338,28836921,25.8322810750508
1127,GRAVY - CANNED,2004,111631338,28789394,25.7897061128122
1271,SNACKS - MEAT,2004,111631338,28788477,25.7888846588939
1083,VEGETABLES - POTATOES - SPECIALTY - DEHYDRATED,2004,111631338,28685891,25.6969875251339
1034,FRUIT JUICE - GRAPE,2004,111631338,28597584,25.6178816023866
1123,COOKING SAUCE,2004,111631338,28573474,25.5962837245577
3566,PUDDING-REFRIGERATED,2004,111631338,28429633,25.4674301225342
1014,CANNED FRUIT - ORANGES,2004,111631338,28289726,25.3421006205265
1253,MEXICAN-REFRIED BEANS,2004,111631338,28201436,25.2630099264778
1384,MIXES-DESSERT-MISC.,2004,111631338,28197114,25.2591382538119
1112,FISH & SEAFOOD & COCKTAIL SAUCE,2004,111631338,28110501,25.1815498260892
1468,CREAMERS - POWDERED,2004,111631338,28106866,25.1782935720075
2612,ENTREES - POULTRY - 2 FOOD - FROZEN,2004,111631338,27972734,25.0581373484926
8425,COUGH SYRUPS & TABLETS,2004,111631338,27889441,24.9835229960246
1410,JAMS,2004,111631338,27832539,24.9325498544145
3614,DOUGH PRODUCTS-DINNER ROLLS-REFRIGERATED,2004,111631338,27387426,24.5338150475273
1420,HONEY,2004,111631338,27327362,24.4800093679787
7270,TAMPONS,2004,111631338,27213730,24.3782171633561
7120,DRAIN PIPE OPENERS,2004,111631338,27197207,24.3634157641289
1156,PEPPERS,2004,111631338,26999058,24.1859127407395
2682,SEAFOOD - SHRIMP - UNBREADED - FROZEN,2004,111631338,26986639,24.174787728514
5010,LIGHT BEER (LOW CALORIE/ALCOHOL),2004,111631338,26799598,24.0072353159469
3555,CHEESE - PROCESSED - LOAVES,2004,111631338,26794067,24.0022806140691
3615,DOUGH PRODUCTS-REMAINING-REFRIGERATED,2004,111631338,26677456,23.8978198039694
1315,BEANS-DRY,2004,111631338,26499902,23.7387659010232
8435,FIRST AID - TREATMENTS,2004,111631338,26364124,23.6171351811621
1170,SALAD & POTATO TOPPINGS-DRY,2004,111631338,26196497,23.4669739423888
6033,SCHOOL AND OFFICE BASICS,2004,111631338,26168948,23.442295388415
2651,BAKERY - BISCUITS/ROLLS/MUFFINS - FROZEN,2004,111631338,26140908,23.4171769937936
1185,DIP - CANNED,2004,111631338,26137173,23.413831159132
1243,CHICKEN - SHELF STABLE,2004,111631338,26099652,23.3802196297244
7460,CIGARETTES,2004,111631338,26063928,23.3482178633387
8442,MEDICATED PRODUCTS,2004,111631338,25928936,23.2272912468361
1303,CAT FOOD - WET TYPE,2004,111631338,25921682,23.2207930715656
1196,SHORTENING,2004,111631338,25908276,23.2087838990159
7634,DIVIDERS TABS LABELS AND TAGS,2004,111631338,25635313,22.9642620605336
1332,SNACKS - CARAMEL CORN,2004,111631338,25470812,22.8169011106899
3629,CREAMERS-LIQUID,2004,111631338,25266661,22.6340214608912
7454,PET CARE - RAWHIDE & CHEW PRODUCTS,2004,111631338,25203330,22.5772891837953
1497,CANDY-NON-CHOCOLATE-MINIATURES,2004,111631338,25195743,22.5704927051936
2626,ENTREES - SEAFOOD - 1 FOOD - FROZEN,2004,111631338,25042804,22.4334890620052
1205,SEAFOOD - SALMON - CANNED,2004,111631338,25029352,22.4214386823886
